date,owner,ticker,asset_description,asset_type,type,amount,senator,period_end,period_start,close,max/min,perc_off
2015-08-27,Joint,CIT,CIT Group Inc. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2015-11-26,2015-05-28,37.7459602355957,41.68043899536133,9.439628887314498
2015-08-27,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-11-26,2015-05-28,36.33119583129883,30.47526359558105,19.215362050443076
2015-08-27,Joint,DVN,Devon Energy Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-11-26,2015-05-28,36.27042770385742,32.57933807373047,11.32954150809826
2015-08-27,Joint,GLW,Corning Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-11-26,2015-05-28,14.816368103027346,13.8501558303833,6.976183405275847
2015-08-26,Joint,CIT,CIT Group Inc. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2015-11-25,2015-05-27,37.06500244140625,41.68043899536133,11.07338757748866
2015-08-26,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-11-25,2015-05-27,35.46505355834961,30.47526359558105,16.37324627929415
2015-08-25,Joint,PG,The Procter &amp; Gamble Company (NYSE),Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",2015-11-24,2015-05-26,58.02052307128906,57.71523666381836,0.5289528816262958
2015-08-25,Joint,CIT,CIT Group Inc. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2015-11-24,2015-05-26,36.2288818359375,41.68043899536133,13.07941396689833
2015-08-25,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-11-24,2015-05-26,34.80602264404297,30.47526359558105,14.210735322695882
2015-08-25,Joint,DE,Deere &amp; Company (NYSE),Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2015-11-24,2015-05-26,70.36711120605469,86.59542846679688,18.740385662465528
2015-08-24,Joint,QCOM,QUALCOMM Incorporated (NASDAQ),Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-11-23,2015-05-25,45.61149215698242,39.93844985961914,14.204462910562697
2015-08-24,Joint,IP,International Paper Company (NYSE),Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",2015-11-23,2015-05-25,33.551952362060554,29.862117767333984,12.35623884238666
2015-08-24,Joint,PSX,Phillips 66 (NYSE),Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-11-23,2015-05-25,59.43370056152344,58.5130729675293,1.5733707824660428
2015-08-24,Joint,KMI,"Kinder Morgan, Inc. (NYSE)",Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",2015-11-23,2015-05-25,23.59151268005371,18.53299140930176,27.294683081831366
2015-08-24,Joint,SBUX,Starbucks Corporation (NASDAQ),Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",2015-11-23,2015-05-25,45.62173461914063,45.62173461914063,0.0
2015-08-24,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-11-23,2015-05-25,34.994312286376946,30.47526359558105,14.828579502266095
2015-08-24,Joint,CIT,CIT Group Inc. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2015-11-23,2015-05-25,36.59952926635742,41.68043899536133,12.190154066202055
2015-08-21,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-11-20,2015-05-22,27.10000038146973,25.36000061035156,6.861197670507664
2015-08-21,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-11-20,2015-05-22,36.03933715820313,30.47526359558105,18.2576716528512
2015-08-21,Joint,CIT,CIT Group Inc. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2015-11-20,2015-05-22,38.14247512817383,41.68043899536133,8.488307590957106
2015-08-20,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,"$15,001 - $50,000","David A Perdue , Jr",2015-11-19,2015-05-21,37.29148483276367,30.47526359558105,22.366406170055185
2015-08-20,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-11-19,2015-05-21,27.31999969482422,25.36000061035156,7.7287028284716115
2015-08-20,Joint,DE,Deere &amp; Company (NYSE),Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2015-11-19,2015-05-21,80.65216827392578,86.59542846679688,6.863249363273155
2015-08-19,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-11-18,2015-05-20,37.79047393798828,30.47526359558105,24.003763968978248
2015-08-17,Joint,GPK,Graphic Packaging Holding Company (NYSE),Stock,Sale (Partial),"$50,001 - $100,000","David A Perdue , Jr",2015-11-16,2015-05-18,13.493515014648438,13.493515014648438,0.0
2015-08-17,Joint,LNT,Alliant Energy Corporation (NYSE),Stock,Sale (Partial),"$100,001 - $250,000","David A Perdue , Jr",2015-11-16,2015-05-18,26.499446868896484,26.499446868896484,0.0
2015-08-14,Joint,LNT,Alliant Energy Corporation (NYSE),Stock,Sale (Partial),"$100,001 - $250,000","David A Perdue , Jr",2015-11-13,2015-05-15,26.00248146057129,26.499446868896484,1.8753803080641092
2015-08-13,Joint,LNT,Alliant Energy Corporation (NYSE),Stock,Sale (Partial),"$100,001 - $250,000","David A Perdue , Jr",2015-11-12,2015-05-14,25.90982437133789,26.499446868896484,2.225036999737
2015-08-12,Joint,LNT,Alliant Energy Corporation (NYSE),Stock,Sale (Partial),"$250,001 - $500,000","David A Perdue , Jr",2015-11-11,2015-05-13,25.825593948364254,26.499446868896484,2.5428942870621256
2015-08-12,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-11-11,2015-05-13,38.43067169189453,30.47526359558105,26.10447673852778
2015-08-12,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-11-11,2015-05-13,28.93000030517578,25.36000061035156,14.07728552406661
2015-08-10,Joint,GPK,Graphic Packaging Holding Company (NYSE),Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",2015-11-09,2015-05-11,13.404568672180176,13.493515014648438,0.6591784451397729
2015-08-10,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-11-09,2015-05-11,39.57925033569336,30.47526359558105,29.8733650377101
2015-08-07,Joint,PAA,"Plains All American Pipeline, L.P. (NYSE)",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2015-11-06,2015-05-08,22.98210144042969,31.69119071960449,27.481104626931128
2015-08-07,Joint,PAA,"Plains All American Pipeline, L.P. (NYSE)",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2015-11-06,2015-05-08,22.662904739379886,31.69119071960449,28.48831418202161
2015-08-07,Joint,XOM,Exxon Mobil Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-11-06,2015-05-08,58.58434677124024,52.88290405273438,10.781258746343497
2015-08-07,Joint,LQDT,"Liquidity Services, Inc. (NASDAQ)",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2015-11-06,2015-05-08,9.239999771118164,10.9399995803833,15.539304154210711
2015-08-06,Joint,PAA,"Plains All American Pipeline, L.P. (NYSE)",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2015-11-05,2015-05-07,22.68971061706543,31.69119071960449,28.403729548005444
2015-08-06,Joint,PAA,"Plains All American Pipeline, L.P. (NYSE)",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2015-11-05,2015-05-07,22.37456703186035,31.69119071960449,29.398149694579885
2015-08-06,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-11-05,2015-05-07,29.8799991607666,25.36000061035156,17.82333770358842
2015-08-04,Joint,BAX,Baxter International Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-11-03,2015-05-05,37.95051956176758,30.47526359558105,24.528929644009537
2015-08-03,Joint,CLX,The Clorox Company (NYSE),Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2015-11-02,2015-05-04,100.19617462158205,107.68911743164062,6.957938730266761
2015-08-03,Joint,WPX,"WPX Energy, Inc. (NYSE)",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-11-02,2015-05-04,8.010000228881836,5.460000038146973,46.703299870310786
2015-07-31,Joint,GPK,Graphic Packaging Holding Company (NYSE),Stock,Sale (Partial),"$50,001 - $100,000","David A Perdue , Jr",2015-10-30,2015-05-01,13.431254386901855,13.493515014648438,0.46141148306421087
2015-07-31,Joint,LNT,Alliant Energy Corporation (NYSE),Stock,Sale (Partial),"$100,001 - $250,000","David A Perdue , Jr",2015-10-30,2015-05-01,25.90561294555664,26.499446868896484,2.2409295042186415
2015-07-30,Joint,LNT,Alliant Energy Corporation (NYSE),Stock,Sale (Partial),"$100,001 - $250,000","David A Perdue , Jr",2015-10-29,2015-04-30,25.678192138671875,26.499446868896484,3.0991391416118574
2015-07-30,Joint,WPX,"WPX Energy, Inc. (NYSE)",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-10-29,2015-04-30,8.9399995803833,5.460000038146973,63.73625490701238
2015-07-30,Joint,DE,Deere &amp; Company (NYSE),Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2015-10-29,2015-04-30,83.19673156738281,86.59542846679688,3.924799449103972
2015-07-29,Joint,DVN,Devon Energy Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-10-28,2015-04-29,45.520362854003906,32.57933807373047,39.72157061934942
2015-07-28,Joint,VLP,Valero Energy Partners LP (NYSE),Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2015-10-27,2015-04-28,40.70771026611328,46.93215942382813,13.262652377667095
2015-07-28,Joint,GPK,Graphic Packaging Holding Company (NYSE),Stock,Sale (Partial),"$100,001 - $250,000","David A Perdue , Jr",2015-10-27,2015-04-28,12.959823608398438,13.493515014648438,3.955169617928533
2015-07-28,Joint,LQDT,"Liquidity Services, Inc. (NASDAQ)",Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2015-10-27,2015-04-28,9.380000114440918,10.9399995803833,14.259593471462694
2015-08-05,Joint,WPX,"WPX Energy, Inc. (NYSE)",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-11-04,2015-05-06,7.380000114440918,5.460000038146973,35.16483631647665
2015-08-05,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-11-04,2015-05-06,28.8700008392334,25.36000061035156,13.840694575729273
2015-08-04,Joint,VLP,Valero Energy Partners LP (NYSE),Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-11-03,2015-05-05,40.78623962402344,33.69718170166016,21.03753953409705
2015-08-07,Self,DISCK,"Discovery Communications, Inc. (NASDAQ)",Stock,Sale (Partial),"$50,001 - $100,000",James M Inhofe,2015-11-06,2015-05-08,27.75,32.68000030517578,15.085680107521227
2015-08-04,Self,QCOM,QUALCOMM Incorporated (NASDAQ),Stock,Sale (Partial),"$50,001 - $100,000",James M Inhofe,2015-11-03,2015-05-05,52.3525390625,58.22765350341797,10.089904173406367
2015-08-25,Spouse,GAS,AGL Resources Inc. (NYSE),Stock,Sale (Full),"$1,001 - $15,000",Thomas R Carper,2015-11-24,2015-05-26,38800.0,66000.0,41.21212121212121
2015-08-25,Spouse,AEE,Ameren Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,2015-11-24,2015-05-26,33.62952041625977,31.71845245361328,6.0250983727574265
2015-08-04,Spouse,BIIB,Biogen Inc. (NASDAQ),Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2015-11-03,2015-05-05,330.3800048828125,256.04000854492193,29.034523456066722
2015-08-10,Child,KO,The Coca-Cola Company (NYSE),Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2015-11-09,2015-05-11,34.808910369873054,31.72722053527832,9.713078494121874
2015-08-10,Joint,BIIB,Biogen Inc. (NASDAQ),Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2015-11-09,2015-05-11,314.94000244140625,256.04000854492193,23.004214939381384
2015-08-10,Self,BIIB,Biogen Inc. (NASDAQ),Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2015-11-09,2015-05-11,314.94000244140625,256.04000854492193,23.004214939381384
2015-08-04,Self,BIIB,Biogen Inc. (NASDAQ),Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2015-11-03,2015-05-05,330.3800048828125,256.04000854492193,29.034523456066722
2015-08-04,Self,VZ,Verizon Communications Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2015-11-03,2015-05-05,36.50120162963867,33.505699157714844,8.940277466898038
2015-07-15,Self,NFLX,"Netflix, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2015-10-14,2015-04-15,98.12999725341795,67.92285919189453,44.472712752245485
2015-08-27,Spouse,IHE,iShares US Pharmaceuticals (NYSEArca),Stock,Purchase,"$1,001 - $15,000",William Cassidy,2015-11-26,2015-05-28,156.149658203125,132.63261413574222,17.730966263934434
2015-08-27,Spouse,CAT,Caterpillar Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000",William Cassidy,2015-11-26,2015-05-28,64.06410980224611,54.01334762573242,18.607923075157487
2015-07-27,Spouse,AAPL,Apple Inc. (NASDAQ),Stock,Purchase,"$1,001 - $15,000",Pat Roberts,2015-10-26,2015-04-27,28.144880294799805,23.61869812011719,19.16355487361703
2015-07-27,Spouse,AAPL,Apple Inc. (NASDAQ),Stock,Purchase,"$1,001 - $15,000",Pat Roberts,2015-10-26,2015-04-27,27.99264144897461,23.61869812011719,18.518985706210103
2015-07-24,Spouse,AAPL,Apple Inc. (NASDAQ),Stock,Purchase,"$1,001 - $15,000",Pat Roberts,2015-10-23,2015-04-24,28.54147911071777,23.61869812011719,20.842727933457127
2015-07-24,Spouse,AAPL,Apple Inc. (NASDAQ),Stock,Purchase,"$1,001 - $15,000",Pat Roberts,2015-10-23,2015-04-24,28.38709259033203,23.61869812011719,20.189065654526345
2015-07-08,Spouse,OXY,Occidental Petroleum Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000",William Cassidy,2015-10-07,2015-04-08,56.32981491088867,49.95660018920898,12.757502907606508
2015-07-29,Joint,FEYE,"FireEye, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",John F Reed,2015-10-28,2015-04-29,47.540000915527344,27.209999084472656,74.71518748655885
2015-07-21,Spouse,NWN,Northwest Natural Gas Company (NYSE),Stock,Purchase,"$1,001 - $15,000",Thomas R Carper,2015-10-20,2015-04-21,35.64376449584961,34.988452911376946,1.87293672610366
2015-07-20,Self,CLR,"Continental Resources, Inc. (NYSE)",Stock,Purchase,"$15,001 - $50,000",James M Inhofe,2015-10-19,2015-04-20,35.46174240112305,26.30228614807129,34.82380277321789
2015-07-21,Spouse,ABT,Abbott Laboratories (NYSE),Stock,Purchase,"$1,001 - $15,000",Shelley M Capito,2015-10-20,2015-04-21,44.67230224609375,35.066329956054695,27.393720135746477
2015-07-15,Self,FANG,"Diamondback Energy, Inc. (NASDAQ)",Stock,Purchase,"$50,001 - $100,000",James M Inhofe,2015-10-14,2015-04-15,67.520751953125,58.0932502746582,16.228222097910958
2015-07-27,Joint,WPX,"WPX Energy, Inc. (NYSE)",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-10-26,2015-04-27,8.0,5.460000038146973,46.520145496465204
2015-07-27,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-10-26,2015-04-27,31.540000915527344,25.36000061035156,24.369085790373376
2015-07-24,Joint,WPZ,Williams Partners L.P. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2015-10-23,2015-04-24,34.039268493652344,44.52105712890625,23.54344059015702
2015-07-23,Joint,WPZ,Williams Partners L.P. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2015-10-22,2015-04-23,33.637290954589844,44.52105712890625,24.446333659157176
2015-07-22,Joint,WPZ,Williams Partners L.P. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2015-10-21,2015-04-22,34.410903930664055,44.52105712890625,22.708699770917974
2015-07-21,Joint,PYPL,"PayPal Holdings, Inc. (NASDAQ)",Stock,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",2015-10-20,2015-04-21,39.349998474121094,40.47000122070313,2.7674887887304607
2015-07-21,Joint,EBAY,eBay Inc. (NASDAQ),Stock,Sale (Full),"$1,001 - $15,000","David A Perdue , Jr",2015-10-20,2015-04-21,27.775131225585934,27.920806884765625,0.5217458785518687
2015-07-17,Joint,EBAY,eBay Inc. (NASDAQ),Stock,Sale (Partial),"$15,001 - $50,000","David A Perdue , Jr",2015-10-16,2015-04-17,27.095157623291016,27.920806884765625,2.9571110350865553
2015-07-17,Joint,PKI,PerkinElmer Inc. (NYSE),Stock,Sale (Partial),"$1,001 - $15,000","David A Perdue , Jr",2015-10-16,2015-04-17,51.17469024658203,53.07200241088867,3.5749775363994445
2015-07-17,Joint,WPX,"WPX Energy, Inc. (NYSE)",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-10-16,2015-04-17,9.710000038146973,5.460000038146973,77.83882729499715
2015-07-13,Joint,DVN,Devon Energy Corporation (NYSE),Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-10-12,2015-04-13,49.273704528808594,32.57933807373047,51.2421904254071
2015-06-29,Joint,DISCA,"Discovery Communications, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000","David A Perdue , Jr",2015-09-28,2015-03-30,33.220001220703125,25.81999969482422,28.659959772820145
2015-07-07,Spouse,T,"AT&amp;T, Inc. (NYSE)",Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2015-10-06,2015-04-07,25.76687812805176,23.212085723876953,11.006302641502131
2015-07-10,Joint,BIIB,Biogen Inc. (NASDAQ),Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2015-10-09,2015-04-10,388.2300109863281,269.16000366210943,44.23763029580482
2015-07-10,Child,T,"AT&amp;T, Inc. (NYSE)",Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2015-10-09,2015-04-10,25.292415618896484,23.212085723876953,8.962270430009724
2015-07-10,Self,BIIB,Biogen Inc. (NASDAQ),Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2015-10-09,2015-04-10,388.2300109863281,269.16000366210943,44.23763029580482
2015-07-10,Self,MRK,Merck &amp; Co. Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2015-10-09,2015-04-10,49.0134162902832,41.30561828613281,18.660410675266576
2015-07-07,Self,GPRO,"GoPro, Inc. (NASDAQ)",Stock,Purchase,"$1,001 - $15,000",Sheldon Whitehouse,2015-10-06,2015-04-07,52.25,29.670000076293945,76.10380810799953
2015-07-07,Self,M,"Macy's, Inc. (NYSE)",Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,2015-10-06,2015-04-07,51.37031173706055,54.98027038574219,6.565916506692545
2015-06-15,Self,TRIP,TripAdvisor Inc. (NASDAQ),Stock,Sale (Full),"$1,001 - $15,000",Sheldon Whitehouse,2015-09-14,2015-03-16,67.43376922607422,83.03166198730469,18.785475790687343
2015-06-15,Self,CHL,China Mobile Limited (NYSE),Stock,Sale (Full),"$15,001 - $50,000",Sheldon Whitehouse,2015-09-14,2015-03-16,50.66152572631836,57.90011596679688,12.501857931734591
2015-06-30,Self,AMG,Affiliated Managers Group Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000",John F Reed,2015-09-29,2015-03-31,211.89784240722656,160.57125854492188,31.964988209857864
2015-06-30,Joint,AMG,Affiliated Managers Group Inc. (NYSE),Stock,Purchase,"$1,001 - $15,000",John F Reed,2015-09-29,2015-03-31,211.89784240722656,160.57125854492188,31.964988209857864
2015-07-09,Self,MSACX,Morgan Stanley Inst Active Intl Allc I (NASDAQ),Stock,Sale (Full),"$15,001 - $50,000",James M Inhofe,2015-10-08,2015-04-09,12.02896785736084,12.920531272888185,6.90036188680692
2015-07-09,Self,VADDX,Invesco Equally-Wtd S&amp;P 500 Y (NASDAQ),Stock,Sale (Full),"$1,001 - $15,000",James M Inhofe,2015-10-08,2015-04-09,44.7953987121582,46.69636154174805,4.070901386803598
2015-07-09,Self,NGIPX,Columbia Marsico Growth Z (NASDAQ),Stock,Sale (Full),"$1,001 - $15,000",James M Inhofe,2015-10-08,2015-04-09,22.559999465942386,25.56999969482422,11.771608387977821
2015-07-09,Self,WSTMX,Wells Fargo Advantage S/T Muni Bd Adm (NASDAQ),Stock,Sale (Full),"$1,001 - $15,000",James M Inhofe,2015-10-08,2015-04-09,9.230650901794434,9.246447563171387,0.17084032834264917
2015-07-09,Self,VMIIX,Invesco Municipal Income Y (NASDAQ),Stock,Sale (Full),"$1,001 - $15,000",James M Inhofe,2015-10-08,2015-04-09,10.838418960571287,11.043442726135254,1.8565203863353332
2015-07-09,Self,VSMIX,Invesco SmallCapValue Y (NASDAQ),Stock,Sale (Full),"$1,001 - $15,000",James M Inhofe,2015-10-08,2015-04-09,20.27597045898437,21.62176322937012,6.2242507981850395
2015-07-09,Self,ACSDX,Invesco Comstock Y (NASDAQ),Stock,Sale (Full),"$1,001 - $15,000",James M Inhofe,2015-10-08,2015-04-09,22.396753311157227,23.445077896118164,4.471405851607386
2015-07-09,Self,MGEMX,Morgan Stanley Inst Emerging Mkts I (NASDAQ),Stock,Sale (Full),"$1,001 - $15,000",James M Inhofe,2015-10-08,2015-04-09,21.161151885986328,23.21627426147461,8.8520765750023
